username,count_submit,count_problem,avg_submit,count_assignment,sum_pre_score,avg_pre_score,avg_coef,time,ratio,point_hard,time_hard,avg_submit_hard,start,max_problem,count_hard_problems,ratio_problem
057b868ab03f5596f4a8c2e579c401f2fe9a2dfe,41,22,1.8636363636363635,9,185461,8430.045454545454,100.0,5.0,2.4444444444444446,53461.0,5.0,2.857142857142857,1.7777777777777777,47.0,0.0,0.46808510638297873
05b134c1a682085880fb7ce76d221a48955e5b8a,235,55,4.2727272727272725,9,504634,9175.163636363637,93.63636363636364,0.0,6.111111111111111,104563.0,7.0,4.3076923076923075,6.888888888888889,93.0,0.0,0.5913978494623656
05b7c7d664702d3677ddbf5a03e976e24b16544c,167,64,2.609375,4,610000,9531.25,100.0,14.0,16.0,90000.0,8.0,1.8888888888888888,1.5,67.0,0.0,0.9552238805970149
05ed34d40112c0d0c446cb9c00fa6e14851a7aa1,351,55,6.381818181818182,9,509203,9258.236363636364,100.0,1.0,6.111111111111111,79203.0,2.0,11.818181818181818,14.555555555555555,62.0,0.0,0.8870967741935484
05f7b04136abf33daf80973c0942a91751222e1e,171,109,1.5688073394495412,7,1033165,9478.577981651377,100.0,10.0,15.571428571428571,155308.0,14.0,2.238095238095238,18.285714285714285,139.0,0.0,0.7841726618705036
0601ede7fba3727ac6cae3653b12cebafea42863,236,86,2.744186046511628,5,860000,10000.0,100.0,2.0,17.2,120000.0,3.0,2.3333333333333335,13.2,78.0,0.0,0.8208955223880597
06024da8147b5cf6105beb4c403f67cf1ff0aea1,8,5,1.6,1,50000,10000.0,100.0,2.0,5.0,30000.0,2.0,2.0,0.0,5.0,0.0,1.0
0603b8a222e368a7727190b2883c7ad7b96ce5ac,246,64,3.84375,4,634000,9906.25,100.0,9.0,16.0,80000.0,6.5,2.75,1.25,67.0,0.0,0.9552238805970149
061a128e882272cd17340c8feb637cd0ff9e5dbf,195,79,2.4683544303797467,13,771481,9765.582278481013,100.0,11.0,6.076923076923077,130000.0,8.0,3.6153846153846154,32.42307692307692,115.0,0.0,0.6869565217391305
062e8c58d3f85428aeed19095d12dcab6806f2ac,189,57,3.3157894736842106,9,542931,9525.105263157895,100.0,16.0,6.333333333333333,103043.0,13.0,4.2727272727272725,21.11111111111111,99.0,0.0,0.5757575757575758
063c339a318b967ec77cd523f9ae4c62a7afa083,280,66,4.242424242424242,9,613761,9299.40909090909,100.0,4.0,7.333333333333333,111428.0,3.0,4.923076923076923,30.38888888888889,86.0,0.0,0.7674418604651163
06490d06037ae75484a0a36a7a46e126b0b49495,206,79,2.607594936708861,6,756128,9571.240506329113,100.0,10.0,13.166666666666666,201128.0,3.0,2.6956521739130435,17.5,82.0,0.0,0.9634146341463414
0659d0431565eaacdc601973560ee8331f910947,327,79,4.139240506329114,9,765721,9692.67088607595,100.0,15.0,8.777777777777779,140000.0,7.5,5.785714285714286,9.777777777777779,96.0,0.0,0.8229166666666666
06b43a9d40f16603a72a6333318a5086b7bb7e12,276,91,3.032967032967033,10,840964,9241.362637362638,100.0,3.0,9.1,130000.0,11.0,2.823529411764706,14.9,106.0,0.0,0.8584905660377359
070671333adf94dadc433fcafc872c6301dd0744,158,55,2.8727272727272726,8,430142,7820.763636363637,100.0,7.0,6.875,80000.0,8.5,3.0,11.625,87.0,0.0,0.632183908045977
073de6e606b6b7f3f44a8e8301ee87c3c978a2e2,367,99,3.707070707070707,10,897728,9067.959595959595,100.0,13.0,9.9,159666.0,9.0,4.666666666666667,4.6,111.0,0.0,0.8918918918918919
076cc92aff4d582b4b87ff0d111496e4a646b12b,178,70,2.5428571428571427,5,700000,10000.0,100.0,3.0,14.0,110000.0,4.0,3.272727272727273,1.8,71.0,0.0,0.9859154929577465
0785a61c54bc37c6ddad3c02b29d1f9e15adf85b,173,57,3.0350877192982457,4,546333,9584.78947368421,100.0,14.0,14.25,87333.0,10.5,4.2,2.0,63.0,0.0,0.9047619047619048
0799ab89dacde8042474f7bfe75a739fd151b73d,39,20,1.95,7,200000,10000.0,100.0,6.0,2.857142857142857,40000.0,9.5,5.25,1.5714285714285714,21.0,0.0,0.9523809523809523
080df7c3716ee6b773c346c67056400fc235ffec,175,84,2.0833333333333335,14,790647,9412.464285714286,100.0,17.0,6.0,126092.0,2.0,2.466666666666667,21.75,119.0,0.0,0.7058823529411765
081cbf0e54173c1b4c90be93a514521bc9c710fb,25,18,1.3888888888888888,7,180000,10000.0,100.0,6.0,2.5714285714285716,40000.0,15.5,1.75,2.4285714285714284,21.0,0.0,0.8571428571428571
081f6737145108d2cfb3e432f03d59670bae3ded,307,44,6.9772727272727275,7,440000,10000.0,100.0,1.0,6.285714285714286,50000.0,7.0,5.2,0.0,47.0,0.0,0.9361702127659575
0821ac06ae77101d7dd9b8dd103f79ffa46657ab,54,20,2.7,5,173030,8651.5,100.0,12.0,4.0,79333.0,12.0,3.0,10.4,36.0,0.0,0.5555555555555556
08399013cfa671c37b50b71ef25f1b2fd606c009,342,103,3.320388349514563,12,993499,9645.621359223302,100.0,17.0,8.583333333333334,172142.0,9.0,3.4210526315789473,17.5,127.0,0.0,0.8110236220472441
08838c74dc4154d8f49b1408d27fb46ccb92d329,215,54,3.9814814814814814,10,449744,8328.592592592593,100.0,17.0,5.4,99927.0,8.0,5.230769230769231,8.7,107.0,0.0,0.5046728971962616
08b8ccf18df77b125fb5306e9ffb55ad284e1872,51,25,2.04,9,250000,10000.0,100.0,15.0,2.7777777777777777,80000.0,8.5,3.25,5.333333333333333,34.0,1.0,0.7352941176470589
091ed1fe8fc042e202205f09f3d49a065c0f4da2,67,28,2.392857142857143,8,253547,9055.25,100.0,8.0,3.5,72833.0,9.0,3.5555555555555554,15.25,34.0,0.0,0.8235294117647058
092370bceb84374c83ca09e8d8f93c837d923bc7,216,66,3.272727272727273,9,660000,10000.0,100.0,2.0,7.333333333333333,110000.0,6.0,4.363636363636363,6.777777777777778,84.0,0.0,0.7857142857142857
09cbbae64d03af8ca53224aaef7657171ba27f50,29,20,1.45,4,194700,9735.0,100.0,11.0,5.0,20000.0,11.0,1.0,23.0,31.0,0.0,0.6451612903225806
09cbe188b9d1e965edf6c1c46a96b9306ec2f329,560,104,5.384615384615385,10,908035,8731.10576923077,100.0,15.0,10.4,134846.0,13.0,6.238095238095238,10.3,106.0,0.0,0.9811320754716981
0a2c78cee9afdc522c5f0fae46937138f47b152b,128,22,5.818181818181818,2,209000,9500.0,100.0,3.0,11.0,60000.0,6.5,6.166666666666667,1.0,26.0,0.0,0.8461538461538461
0a99205e11c0c6d86b348a926f693d6529e0210f,76,19,4.0,8,169000,8894.736842105263,100.0,6.0,2.375,30000.0,16.0,4.2,1.625,31.0,0.0,0.6129032258064516
0a9b6ec3e82e8a2527b21eb3420a6d9b72f4f71e,233,62,3.7580645161290325,8,572111,9227.59677419355,97.09677419354838,18.0,7.75,115011.0,15.0,3.8666666666666667,10.0,70.0,0.0,0.8857142857142857
0aad9682c3c4280eb05dbd27e6cab55f4b1ae4b4,18,9,2.0,2,83076,9230.666666666666,96.66666666666667,7.0,4.5,10000.0,3.0,2.0,26.0,29.0,0.0,0.3103448275862069
0aaebc88f6106684d6993c156104c1ef36cf94e0,192,50,3.84,4,500000,10000.0,100.0,13.0,12.5,80000.0,9.5,7.0,8.5,51.0,0.0,0.9803921568627451
0ac20d28419a43394bc94b257c7aab70e87f1675,179,51,3.5098039215686274,7,474000,9294.117647058823,100.0,16.0,7.285714285714286,108000.0,10.0,6.75,3.2857142857142856,99.0,0.0,0.5151515151515151
0aee33404db5dc946de8c70be37c6e82582885c6,244,57,4.280701754385965,8,519945,9121.842105263158,94.73684210526316,15.0,7.125,112326.0,16.0,4.3125,6.875,85.0,0.0,0.6705882352941176
0af47eed4e0bd9c21637fc39db8fc17fedb6b1c0,200,101,1.9801980198019802,10,931000,9217.821782178218,100.0,15.0,10.1,150000.0,13.0,1.7,19.9,102.0,0.0,0.9901960784313726
0aff6f7083979073168bbdd6c227015eb09eced9,126,43,2.9302325581395348,5,400000,9302.32558139535,100.0,14.0,8.6,70000.0,8.5,2.625,1.4,59.0,0.0,0.7288135593220338
0b066d297dd2f4288d95b0f4a92a8af79b542bf3,144,82,1.7560975609756098,10,746337,9101.670731707318,100.0,13.0,8.2,112833.0,9.0,2.375,15.5,107.0,0.0,0.7663551401869159
0b18b1d653e0d031e1aee9129432b668c4264d3f,327,99,3.303030303030303,5,990000,10000.0,100.0,17.0,19.8,120000.0,12.5,2.5833333333333335,1.2,109.0,0.0,0.908256880733945
0b26c12ecc1bc4c1f127d5e6f6302b1b0b584faf,5,5,1.0,1,0,0.0,100.0,3.0,5.0,0.0,3.0,1.0,0.0,5.0,0.0,1.0
0b4355398b9c16ac0a7f559752e83b655f5aa6c7,3,2,1.5,1,7801,3900.5,100.0,2.0,2.0,4230.0,2.0,1.0,0.0,5.0,0.0,0.4
0ba5c041f797e8baecc5f32034046994b801cbcf,25,5,5.0,1,38000,7600.0,100.0,8.0,5.0,0.0,0.0,0.0,0.0,12.0,0.0,0.4166666666666667
0bd2037bf68a97753e5e67ab55dac026a649f279,220,54,4.074074074074074,5,490545,9084.166666666666,100.0,9.0,10.8,80000.0,14.0,5.666666666666667,1.4,59.0,0.0,0.9152542372881356
0bd4c0cd006b55dbfa7806aa4b45926119ce9540,157,61,2.5737704918032787,9,595408,9760.786885245901,100.0,11.0,6.777777777777778,112631.0,11.0,3.0833333333333335,17.77777777777778,93.0,0.0,0.6559139784946236
0bf111a9caedf02804f6991792490e63bc21058a,199,65,3.0615384615384613,5,631091,9709.092307692308,100.0,20.0,13.0,141091.0,7.0,4.25,17.666666666666668,66.0,0.0,0.9848484848484849
0bf71ee0dbde0fb1033887111d3094c61e66f44b,145,59,2.457627118644068,8,557411,9447.64406779661,100.0,6.0,7.375,82411.0,10.0,2.5454545454545454,0.375,66.0,0.0,0.8939393939393939
0c67423aa82630d4406e9477bb7462db4df09c4d,439,68,6.455882352941177,9,646400,9505.882352941177,99.8529411764706,5.0,7.555555555555555,180000.0,4.0,7.105263157894737,16.61111111111111,76.0,0.0,0.8947368421052632
0c9cad573ea42e5a8d9058b834cbc9255128d54b,48,26,1.8461538461538463,6,260000,10000.0,100.0,9.0,4.333333333333333,160000.0,2.0,1.9375,2.1666666666666665,28.0,0.0,0.9285714285714286
0cab57d7705bafe60116d29a1019a774cd661f02,212,100,2.12,10,980000,9800.0,100.0,14.0,10.0,160000.0,15.0,2.6666666666666665,19.8,102.0,0.0,0.9803921568627451
0d05b13c0460dbd3e3e99537d6eb4665b0dd194b,157,78,2.0128205128205128,9,772500,9903.846153846154,100.0,5.0,8.666666666666666,120000.0,6.5,1.6666666666666667,21.0,92.0,0.0,0.8478260869565217
0d667a9fcdc7162fa7182f0e14302a56dbe700c5,80,17,4.705882352941177,4,163388,9611.058823529413,100.0,8.0,4.25,50000.0,7.0,4.6,3.0,67.0,0.0,0.2537313432835821
0d815307d5307124d148bbebfb41497230c4bd15,10,3,3.3333333333333335,1,22307,7435.666666666667,100.0,3.0,3.0,12307.0,2.5,4.5,0.0,5.0,0.0,0.6
0dd138a9a2b0349ede3fee340cb02e40197aea3d,238,87,2.735632183908046,14,813480,9350.344827586207,100.0,15.0,6.214285714285714,142142.0,16.0,3.235294117647059,24.607142857142858,119.0,0.0,0.7310924369747899
0de8af23bfda13f21ed67e41a5aace53ff8aef99,368,109,3.376146788990826,11,1078000,9889.908256880733,100.0,7.0,9.909090909090908,168000.0,13.5,4.444444444444445,7.636363636363637,116.0,0.0,0.9396551724137931
0dfa65b4dafad47b15abbfd6c6ce1aeb213901cf,117,23,5.086956521739131,5,106333,4623.173913043478,100.0,9.0,4.6,13333.0,8.0,4.714285714285714,2.2,59.0,0.0,0.3898305084745763
0e0d9e9f9bc2173402e77be7eaaaf0d562168009,86,21,4.095238095238095,3,196000,9333.333333333334,100.0,4.0,7.0,40000.0,7.5,4.25,10.0,46.0,0.0,0.45652173913043476
0e346c62a6706465a1c49c59224eed1cdb5f7f5c,174,59,2.9491525423728815,5,589000,9983.050847457627,100.0,4.0,11.8,99000.0,10.0,3.3,0.4,59.0,0.0,1.0
0e51dc16b3d9de6cbcada8abb58ddeddb448b6e8,311,97,3.2061855670103094,5,948000,9773.19587628866,100.0,6.0,19.4,130000.0,9.0,4.714285714285714,1.2,111.0,0.0,0.8738738738738738
0e63b2194be2efd4b5b5f2b6e2d77ac12aaadec3,2,1,2.0,1,10000,10000.0,100.0,6.0,1.0,10000.0,6.0,2.0,47.0,10.0,0.0,0.1
0eb93817d6eb3d5bd3e44dbc75971eea193b924f,5,4,1.25,1,23990,5997.5,100.0,3.0,4.0,13990.0,2.0,1.3333333333333333,0.0,5.0,0.0,0.8
0ee9ac569e379f04a42a18c88cca093ef1121ab8,62,17,3.6470588235294117,6,160000,9411.764705882353,100.0,11.0,2.8333333333333335,50000.0,11.0,6.666666666666667,2.0,21.0,0.0,0.8095238095238095
0f0664021ebbec70b1d3bb5a5419e22507179671,314,110,2.8545454545454545,7,1040346,9457.690909090908,100.0,3.0,15.714285714285714,183688.0,10.0,5.869565217391305,15.0,126.0,0.0,0.873015873015873
0f8c46242826be3cbe5e14f5773ee1da97697024,229,65,3.523076923076923,10,575961,8860.938461538462,95.12820512820512,3.0,6.5,115366.0,7.0,4.533333333333333,26.35,96.0,0.0,0.6770833333333334
0fbb7000a8fd1f413cd7a06ec7baf2b1f6eb493a,136,35,3.8857142857142857,5,308905,8825.857142857143,100.0,6.0,7.0,23461.0,7.5,2.0,2.4,48.0,0.0,0.7291666666666666
0fbef055915162cb6d6501558499544d6dedb799,52,34,1.5294117647058822,9,340000,10000.0,100.0,17.0,3.7777777777777777,170000.0,3.0,1.5294117647058822,3.0,34.0,0.0,1.0
0fc728b5b267485042d587eeac067b6c4e2a1d15,243,70,3.4714285714285715,7,700000,10000.0,100.0,9.0,10.0,110000.0,10.0,3.5454545454545454,43.07142857142857,71.0,0.0,0.9859154929577465
0fc74820b7bcdd23c196f494e7686305acbdc71e,122,43,2.8372093023255816,5,419000,9744.186046511628,100.0,14.0,8.6,70000.0,8.0,4.75,19.8,117.0,0.0,0.36752136752136755
1004df3c370eb09604c10fd89f9e86a2c037a7dd,87,29,3.0,2,280000,9655.172413793103,100.0,9.0,14.5,50000.0,12.0,5.0,0.0,29.0,0.0,1.0
10208a0e6cd46ed16c4fd6b83f3993696ace5495,131,61,2.1475409836065573,4,585760,9602.622950819672,100.0,16.0,15.25,120000.0,2.5,2.6666666666666665,4.5,67.0,0.0,0.9104477611940298
10253729dc5e3b0b2d3dddc37638199910394daf,364,105,3.466666666666667,11,1011381,9632.2,100.0,14.0,9.545454545454545,166977.0,9.0,5.473684210526316,14.818181818181818,117.0,0.0,0.8974358974358975
1032e725ab35f7bffc504759477f8243066a026b,162,50,3.24,4,500000,10000.0,100.0,9.0,12.5,70000.0,7.0,5.0,5.25,67.0,0.0,0.746268656716418
108f1062e8ab6d51f404e7f639e781edc9ae5eb2,185,53,3.490566037735849,4,530000,10000.0,100.0,8.0,13.25,90000.0,8.0,3.6666666666666665,0.5,63.0,0.0,0.8412698412698413
10ab3b376215f6afcfc642ea66a50f92cf944717,2,1,2.0,1,0,0.0,100.0,2.0,1.0,0.0,2.0,2.0,0.0,5.0,0.0,0.2
10e3359db56b99eb2f621d7c875f3c26cdd01a64,291,91,3.197802197802198,11,897000,9857.142857142857,100.0,15.0,8.272727272727273,160000.0,14.5,4.8125,16.454545454545453,117.0,0.0,0.7777777777777778
110da1d7ba2be3ffa13d62c7ed8b917e5dcebece,62,36,1.7222222222222223,5,353571,9821.416666666666,83.33333333333333,5.0,7.2,50000.0,7.0,2.6,0.5,47.0,0.0,0.7659574468085106
1133fe0ca8444133bea1e55ef5b4026b5e8445fc,248,43,5.767441860465116,6,430000,10000.0,100.0,1.0,7.166666666666667,50000.0,2.0,6.0,4.833333333333333,46.0,0.0,0.9347826086956522
117d3bf4a5deb7a9f3422f088e10bb3f8eeb7e12,242,89,2.7191011235955056,15,854299,9598.865168539325,100.0,2.0,5.933333333333334,151014.0,7.0,3.764705882352941,32.5,144.0,0.0,0.6180555555555556
11f5d8226ebf0108a5a4ecad896a990ecb369247,65,23,2.8260869565217392,4,185545,8067.173913043478,100.0,16.0,5.75,51000.0,13.0,3.8333333333333335,35.75,39.0,0.0,0.5897435897435898
11f61032ed64123d44a372930101fd5f3877e010,384,110,3.4909090909090907,16,1046780,9516.181818181818,100.0,8.0,6.875,180353.0,9.0,3.9130434782608696,32.5625,144.0,0.0,0.7638888888888888
11f93249faeb096567269266fbebfc3b0f6b5dc1,163,74,2.2027027027027026,10,672000,9081.081081081082,100.0,13.0,7.4,120000.0,14.0,1.8461538461538463,19.5,102.0,0.0,0.7254901960784313
123c4ff5313ccf709b3bc4bd3365087685440c71,147,66,2.227272727272727,8,659285,9989.166666666666,100.0,9.0,8.25,120000.0,7.5,3.0833333333333335,9.1875,74.0,0.0,0.8918918918918919
12607a7c2283944afc08e1ce4df79ba688a31f74,551,107,5.149532710280374,6,1029549,9621.953271028038,100.0,9.0,17.833333333333332,130000.0,8.0,6.928571428571429,0.6666666666666666,123.0,0.0,0.8699186991869918
1271071dc622e3a72b0ef187b6e955b9d59db5f8,83,19,4.368421052631579,5,124000,6526.315789473684,100.0,10.0,3.8,41000.0,15.0,3.7142857142857144,25.4,52.0,0.0,0.36538461538461536
127974170c7fb2e3945a3c5b666bb7f6dadc87ad,285,113,2.52212389380531,6,1130000,10000.0,100.0,8.0,18.833333333333332,150000.0,7.0,4.266666666666667,4.0,131.0,0.0,0.8625954198473282
12887fd9a4df4ba9b88a71f3fb1d2502a75995dd,155,64,2.421875,5,630000,9843.75,100.0,13.0,12.8,80000.0,7.0,3.75,1.6,64.0,0.0,1.0
128ed4bebb12d030efad936db13d26a620bd620a,373,80,4.6625,7,792000,9900.0,100.0,9.0,11.428571428571429,142000.0,9.0,7.8,21.0,99.0,0.0,0.8080808080808081
12aa60fde9ce650c25faf60398d3c071cb80c1b4,425,111,3.828828828828829,5,1097000,9882.882882882883,100.0,7.0,22.2,150000.0,8.5,4.1875,0.2,111.0,0.0,1.0
12d6e24985ac80a581968fb1f36d699e6dd1cd33,118,68,1.7352941176470589,8,648000,9529.411764705883,100.0,14.0,8.5,110000.0,14.0,3.909090909090909,5.9375,74.0,0.0,0.918918918918919
12da07c3cca4f480a6064f7cbedaec11d677814a,104,59,1.7627118644067796,5,590000,10000.0,100.0,8.0,11.8,100000.0,11.0,1.9,2.6,59.0,0.0,1.0
12f1e26c28f731fd2ad1787db42f4c13de432ea4,198,58,3.413793103448276,9,524368,9040.827586206897,100.0,1.0,6.444444444444445,113459.0,6.0,3.5625,13.88888888888889,62.0,0.0,0.9354838709677419
13293554378a8a5f29de5440ab1c49003af0214a,301,71,4.23943661971831,12,661938,9323.070422535211,100.0,6.0,5.916666666666667,104631.0,9.0,7.5,2.25,111.0,2.0,0.6396396396396397
132d544dce1633485350dd582ed7f13fad5da3f4,19,12,1.5833333333333333,5,110000,9166.666666666666,100.0,15.0,2.4,30000.0,14.0,2.6666666666666665,2.2,14.0,0.0,0.8571428571428571
137ffd846ed245676a14f1d5e8676a4ef646182b,174,41,4.2439024390243905,4,410000,10000.0,100.0,8.0,10.25,60000.0,7.5,5.5,10.5,51.0,0.0,0.803921568627451
1388c66d46212d87c084af2a8fdd0257444ce868,151,98,1.5408163265306123,10,980000,10000.0,100.0,4.0,9.8,160000.0,8.0,1.6875,19.5,102.0,0.0,0.9607843137254902
138c5848f009c004f0b8e2379316d5ec18332ff8,209,34,6.147058823529412,4,290000,8529.411764705883,100.0,15.0,8.5,50000.0,6.5,6.666666666666667,3.25,49.0,0.0,0.6938775510204082
139aa923bf965f373c678ba8c10f500d78269e20,260,70,3.7142857142857144,11,692500,9892.857142857143,100.0,7.0,6.363636363636363,152500.0,7.5,5.5,12.545454545454545,98.0,0.0,0.7142857142857143
13b9e4710dc86e953960ebd2fbae7721d24fdc2a,339,93,3.6451612903225805,10,868756,9341.462365591398,100.0,9.0,9.3,141000.0,11.0,4.7894736842105265,6.9,106.0,0.0,0.8773584905660378
141e7bebd6db0745569c97910301a67c9962826e,300,76,3.9473684210526314,10,743846,9787.447368421053,100.0,13.0,7.6,203846.0,9.0,2.5714285714285716,17.2,94.0,0.0,0.8085106382978723
14354d2cff31b4330ad9e939b18cc8fce8c1c085,153,59,2.593220338983051,5,584000,9898.305084745763,100.0,8.0,11.8,90000.0,7.0,3.5,0.4,59.0,0.0,1.0
